publish_date,headline_text,is_kashmir,is_pakistan
20010620,Militants flee Kupwara mosque; 7 killed in J&K,TRUE,FALSE
20010620,Hurriyat sees smooth Indo-Pak talks,TRUE,TRUE
20010620,Sanctions against Pak to go on basis of merits: US,FALSE,TRUE
20010621,We have to deal with the govt of the day in Pak: India,FALSE,TRUE
20010621,Rs 38-cr J&K plan to revamp industrial training,TRUE,FALSE
20010621,LeT suffers major setback; 4 killed in Kashmir,TRUE,FALSE
20010621,Pak was never Enemy No. 1; says Jaswant,FALSE,TRUE
20010622,2 LeT commanders killed in Kashmir,TRUE,FALSE
20010622,Hurriyat will have to be involved later: Bhat,TRUE,FALSE
20010623,Hurriyat seeks meeting with Vajpayee; Musharraf,TRUE,FALSE
20010623,A 'setback' for Pakistan: NCP,FALSE,TRUE
20010623,No breakthrough expected in Indo-Pak summit',FALSE,TRUE
20010623,Delegation from Pakistan craves for peace,FALSE,TRUE
20010623,8 ultras killed in Jammu and Kashmir,TRUE,FALSE
20010623,Pakistani Rangers fire rockets at Indian posts,FALSE,TRUE
20010624,Begum Sehba Musharraf loves Kashmiri food',TRUE,FALSE
20010624,Hurriyat flip-flop courtesy Geelani,TRUE,FALSE
20010624,Options before India; Pak are limited: Hurriyat,TRUE,TRUE
20010624,Invitation a historic opportunity for Pak: Advani,FALSE,TRUE
20010624,Four Lashkar militants killed in Kashmir,TRUE,FALSE
20010625,Hurriyat to wait for response from Vajpayee; Musharraf,TRUE,FALSE
20010626,Pawar calls for efforts to ease Indo-Pak tension,FALSE,TRUE
20010626,Veterinary drugs being used for humans in Pak',FALSE,TRUE
20010626,BSF post attacked with rockets in Kashmir,TRUE,FALSE
20010626,Talk to Pant; PMO signals to Hurriyat,TRUE,FALSE
20010627,Corporates hope for Pak clearance to gas pipeline,FALSE,TRUE
20010627,Major among 25 killed in J&K,TRUE,FALSE
20010628,Andhra for breakfast; Kashmir for dinner!,TRUE,FALSE
20010628,Musharraf-Hurriyat meet not welcome; says India,TRUE,FALSE
20010629,Four Kashmiri militants seek bail,TRUE,FALSE
20010629,Pakistan will not launch air attack on Mumbai,FALSE,TRUE
20010630,Pak too invited for film fete,FALSE,TRUE
20010630,Kashmir not a barometer to Indo-Pak relations',TRUE,TRUE
20010703,Pak soldier among 20 killed in J&K,TRUE,TRUE
20010708,Pak studying response to Indian offer to reduce tariffs,FALSE,TRUE
20010708,India-Pak cricket match slated for September,FALSE,TRUE
20010708,Indo-Pak cricket match in Sept?,FALSE,TRUE
20010708,No quick fix on Kashmir possible,TRUE,FALSE
20010709,Indo-Pak summit brings Agra into prominence,FALSE,TRUE
20010709,Blast accused denies sending people to Pak for arms training,FALSE,TRUE
20010709,India unruffled by Pak rhetoric,FALSE,TRUE
20010709,DGMO likely to visit Pakistan on Tuesday,FALSE,TRUE
20010709,Hurriyat row won't affect summit: Pak,TRUE,TRUE
20010709,Indian DGMO welcome to Pak: Musharraf,FALSE,TRUE
20010710,Division of Kashmir will invite catastrophe: QMC,TRUE,FALSE
20010710,India offers visas to Pakistanis at the border,FALSE,TRUE
20010710,India; Pak can't isolate Hurriyat: Bhat,TRUE,TRUE
20010711,Strenghten Indo-Pak trade ties: CII,FALSE,TRUE
20010711,Thackeray opposes giving Jinnah House to Pak,FALSE,TRUE
20010711,Jammu; Ladakh resent hype over Kashmir,TRUE,FALSE
20010711,No change in status of LoC: India,TRUE,FALSE
20010711,19 militants among 25 killed in J&K,TRUE,FALSE
20010711,SAARC project stymied by Indo-Pak tension,FALSE,TRUE
20010712,Militants targeting women; children; says J&K govt,TRUE,FALSE
20010712,Army chief reviews situation along Indo-Pak border,FALSE,TRUE
20010713,Pak doesn't click with Indian IT training cos,FALSE,TRUE
20010713,Inclusion of Sikh shrines in Indo-Pak talks sought,FALSE,TRUE
20010713,Govt's stand on Kashmir condemned,TRUE,FALSE
20010713,23 killed in Jammu and Kashmir,TRUE,FALSE
20010713,Indo-Pak ties conducive for S Asia peace: China,FALSE,TRUE
20010713,Delaying solution to Kashmir will be very dangerous: Musharraf,TRUE,FALSE
20010714,For Imran; Kashmir is not an also-ran,TRUE,FALSE
20010714,3 ultras; Army jawan among six killed in Kashmir,TRUE,FALSE
20010715,Militancy reduces poverty in Kashmir,TRUE,FALSE
20010715,General alert on Indo-Pak border,FALSE,TRUE
20010715,Panun Kashmir apprehensive about Vajpayee-Musharraf talks,TRUE,FALSE
20010715,Indo-Pak flags flutter at Kalighat temple,FALSE,TRUE
20010715,Online school teaches Indo-Pak peace,FALSE,TRUE
20010715,Pak students visit Loreto; SEWA,FALSE,TRUE
20010715,India; Pakistan do some plainspeaking,FALSE,TRUE
20010715,10 injured in grenade blast in Kashmir,TRUE,FALSE
20010715,10 ultras among 15 killed in Kashmir,TRUE,FALSE
20010715,Day 1: India; Pak draw LoC on rhetoric,TRUE,TRUE
20010715,For Kashmiri women; it's been double jeopardy,TRUE,FALSE
20010715,India suggests extradition treaty with Pak,FALSE,TRUE
20010715,Kashmiris not optimistic about Agra summit,TRUE,FALSE
20010715,Hurriyat gets only tea and sympathy,TRUE,FALSE
20010715,Pak chief justice sworn in as acting president,FALSE,TRUE
20010715,US looks for Pak flexibility on Kashmir,TRUE,TRUE
20010716,NRI industrialists optimistic about Indo-Pak summit,FALSE,TRUE
20010716,PM urged to take up issue of gurdwaras in Pak,FALSE,TRUE
20010716,Let trade and commerce flow; Kashmir can wait',TRUE,FALSE
20010716,Pakistani flag burnt,FALSE,TRUE
20010716,For Kashmir; survival is the bottomline,TRUE,FALSE
20010716,This is Pakistan's last chance,FALSE,TRUE
20010716,For UK Kashmiris; there is no freedom from fear,TRUE,FALSE
20010716,Online school teaches Indo-Pak peace,FALSE,TRUE
20010716,20 militants killed in Kashmir,TRUE,FALSE
20010716,Pak media hopeful of normalising of ties,FALSE,TRUE
20010716,No progress unless Kashmir issue is resolved',TRUE,FALSE
20010716,Punjab has many pending issues with Pakistan,FALSE,TRUE
20010716,Options on Kashmir limited but progress possible,TRUE,FALSE
20010716,US report on 'trafficking' unsubstantiated: Pak,FALSE,TRUE
20010717,2 Pak nationals held; BSF mum,FALSE,TRUE
20010717,Top Al-Bader militant killed in Kashmir,TRUE,FALSE
20010717,Pak didn't agree to pre-summit agenda',FALSE,TRUE
20010717,Pak scribes heckle MEA spokesperson,FALSE,TRUE
20010717,Give up rigid stand on Kashmir: RSS tells Pak,TRUE,TRUE
20010717,Pak pulls off a media coup,FALSE,TRUE
20010717,41 killed in Kashmir violence,TRUE,FALSE
20010717,BJP; Cong blame Pak for breakdown,FALSE,TRUE
20010717,Dawood leaves Pak to avoid embarrassing Musharraf,FALSE,TRUE
20010717,Kashmir not the sole issue: Jaswant,TRUE,FALSE
20010717,Militants killed 9;600 civilians in J&K since 1989,TRUE,FALSE
20010717,Vajpayee is no pushover on Kashmir,TRUE,FALSE
20010717,Pak hopeful of Hurriyat leaders' Islamabad visit,TRUE,TRUE
20010717,Pakistan media sees a spoiler in India,FALSE,TRUE
20010717,UN offers no comments on Indo-Pak summit,FALSE,TRUE
20010717,Only an elected Govt can negotiate:Pak parties,FALSE,TRUE
20010718,India; Pakistan have moved an inch closer',FALSE,TRUE
20010718,J&K told to specify number of pilgrims allowed,TRUE,FALSE
20010718,Forces on full alert in J&K,TRUE,FALSE
20010718,US for sustained Indo; Pak partnership,FALSE,TRUE
20010719,Entire country will oppose PM's Pak visit',FALSE,TRUE
20010719,Govt will not alter stance on Kashmir,TRUE,FALSE
20010719,No Indian PoWs in Pakistani jails',FALSE,TRUE
20010720,20 ultras among 26 killed in J&K,TRUE,FALSE
20010720,Pak troops resort to shelling in Kargil,FALSE,TRUE
20010720,Deal firmly with Pak; Jammu groups tell govt,FALSE,TRUE
20010720,Govt to make efforts for peaceful ties with Pak,FALSE,TRUE
20010720,Musharraf unveils Pak's MBT,FALSE,TRUE
20010721,Pining for Kashmir,TRUE,FALSE
20010721,Main Accused linked with Kashmiri terrorist outfits,TRUE,FALSE
20010721,Parallel to Hurriyat floated,TRUE,FALSE
20010721,Govt 'silence' on Pak media blitz flayed,FALSE,TRUE
20010721,Pak troops continue firing in Kargil,FALSE,TRUE
20010722,Should India disinvest Kashmir?,TRUE,FALSE
20010722,Militants strike again in J&K; 15 killed,TRUE,FALSE
20010722,J&K minister's house attacked,TRUE,FALSE
20010722,Destroy ultra training camps in Pak: VHP,FALSE,TRUE
20010722,Hurriyat links attack on Amarnath yatris with Kashmir issue,TRUE,FALSE
20010722,PM blames Pakistan for talks' fiasco,FALSE,TRUE
20010722,Pak troops intensify firing along LoC,TRUE,TRUE
20010723,India yet to receive formal invitation from Pak',FALSE,TRUE
20010723,Hurriyat sings Musharraf's tune,TRUE,FALSE
20010723,Some NGOs helping pro-Pak elements; say security forces,FALSE,TRUE
20010723,Two killed; 21 injured in Kashmir blasts,TRUE,FALSE
20010723,2 Pak soldiers killed in border firing,FALSE,TRUE
20010724,One stabbed during anti-Pak demonstration,FALSE,TRUE
20010724,Govt to conduct inquiry into hoisting of Pak flags,FALSE,TRUE
20010724,Militants kill four kidnapped J&K villagers,TRUE,FALSE
20010724,Heavy exchange of fire along LoC,TRUE,FALSE
20010724,Three ultras among four killed in J&K,TRUE,FALSE
20010724,757 militants killed this year in Kashmir',TRUE,FALSE
20010724,India rejects resolution on J&K adopted by OIC,TRUE,FALSE
20010724,VDC to counter militancy in Kashmir,TRUE,FALSE
20010724,Modi wants referendum on Pak,FALSE,TRUE
20010725,Pak Rotary Club money for Kolar project,FALSE,TRUE
20010725,Pro-active policy to be pursued in J&K: Swami,TRUE,FALSE
20010725,Foreign militant killed; 3 held in J&K,TRUE,FALSE
20010725,PoK only issue to be solved through talks: Abdullah,TRUE,TRUE
20010725,Advani rejects J&K autonomy resolution,TRUE,FALSE
20010726,Militants attack army camp in Kashmir,TRUE,FALSE
20010726,Mild reaction to Bush word on Kashmir,TRUE,FALSE
20010726,Malik's return could spell trouble for Hurriyat,TRUE,FALSE
20010726,Infiltration bids foiled; 11 killed in Kashmir,TRUE,FALSE
20010726,Speedy release of funds for J&K necessary',TRUE,FALSE
20010726,India to go ahead with CBMs; awaits Pak response,FALSE,TRUE
20010726,US not to involve itself in Indo-Pak talks,FALSE,TRUE
20010726,Musharraf didn't harp on Kashmir: Pak,TRUE,TRUE
20010727,Vajpayee; Jaswant get formal invitation from Pakistan,FALSE,TRUE
20010727,Gujral for structured Indo-Pak dialogue,FALSE,TRUE
20010727,Indo-Pak summit likely to figure in Powell-Tang talks,FALSE,TRUE
20010727,Kashmir should not be terrorist haven: Bush,TRUE,FALSE
20010727,Pak almost got terrorist label',FALSE,TRUE
20010728,IN BLACK AND WHITEbrShould Kashmir be handled the Punjab way,TRUE,FALSE
20010728,Six militants; jawan killed in Kashmir,TRUE,FALSE
20010728,3 SPOs held in Kashmir,TRUE,FALSE
20010728,Woman injured in Pak firing in Jammu,FALSE,TRUE
20010728,India; Pak had agreed on Kashmir status quo',TRUE,TRUE
20010728,China's arms supply to Pakistan irks US,FALSE,TRUE
20010729,No mobiles in J&K in near future: Paswan,TRUE,FALSE
20010729,BSF guns down 5 Pakistani intruders,FALSE,TRUE
20010729,Four militants killed; two injured in Kashmir,TRUE,FALSE
20010729,Pak cold to CBMs for fear of exposure',FALSE,TRUE
20010729,High profile murders rock Pakistan,FALSE,TRUE
20010729,JKLF slams Pak Kashmir policy,TRUE,TRUE
20010730,Indo-Pak cricket ties not feasible at present: Govt,FALSE,TRUE
20010730,2 Hizbul ultras killed; 9 hurt in Kashmir,TRUE,FALSE
20010730,J&K CM; governor summoned to Delhi,TRUE,FALSE
20010730,A crown on his head; Kashmir in his heart,TRUE,FALSE
20010731,Kashmir; an issue of diplomatic face-off: Hurriyat,TRUE,FALSE
20010731,PoK core issue between India and Pak: Fernandes,TRUE,TRUE
20010731,Farooq briefs PM on Kashmir situation,TRUE,FALSE
20010731,Hurriyat begins awareness drive,TRUE,FALSE
20010731,Explosives seized near Indo-Pak border,FALSE,TRUE
20010731,Pak generals to decide flexibility on Kashmir,TRUE,TRUE
20010801,Indo-Pak sugar trade dispute erupts again,FALSE,TRUE
20010801,Top Hurriyat leaders detained; released in J&K,TRUE,FALSE
20010801,Boys herded to PoK for training rescued,TRUE,TRUE
20010801,Indo-Pak talks to continue at SAARC; UN: Abdullah,FALSE,TRUE
20010801,Infiltration bid foiled; 12 killed in J&K,TRUE,FALSE
20010801,No Pak proposal on 'no war pact': Omar Abdullah,FALSE,TRUE
20010801,15 pre-production MBTs delivered to Pak army,FALSE,TRUE
20010801,Pak support to militants worries US,FALSE,TRUE
20010802,Detained Kashmiri students to be sent to Delhi,TRUE,FALSE
20010802,PoK group asks UN to book Musharraf as war criminal,TRUE,TRUE
20010802,One killed; two ultras arrested in J&K,TRUE,FALSE
20010802,London exporter aided Pak nuke weapons drive',FALSE,TRUE
20010803,Two Hizb militants killed in J&K blast,TRUE,FALSE
20010803,8 ultras; 2 women among 14 killed in J&K,TRUE,FALSE
20010803,No fresh invitation to Hurriyat: Pant,TRUE,FALSE
20010803,Pak allowing UN monitors is un-Islamic: Lashkar,FALSE,TRUE
20010803,Pak future bleak if democracy is not restored: Bhutto,FALSE,TRUE
20010803,Pakistan military general dismissed,FALSE,TRUE
20010804,25 Pak trained youths arrested,FALSE,TRUE
20010804,Group quits Hurriyat; says alliance unnatural,TRUE,FALSE
20010804,Bodies of 15 kidnapped Kashmir villagers found,TRUE,FALSE
20010804,Hurriyat for peaceful resolve to Kashmir problem,TRUE,FALSE
20010804,Centre to review Kashmir situation,TRUE,FALSE
20010804,Civilian injured in Pak firing along border,FALSE,TRUE
20010804,A rare match: India vs Pakistan,FALSE,TRUE
20010805,Sikh society to send pilgrims to Pak,FALSE,TRUE
20010805,RSS demands President's rule in J&K,TRUE,FALSE
20010805,Hurriyat invites Dalai Lama to Kashmir,TRUE,FALSE
20010805,Pak; APHC launches mischievous propaganda: Official,FALSE,TRUE
20010805,India to continue highlighting Pak-sponsored terrorism,FALSE,TRUE
20010805,Bid to storm Army post foiled; 15 killed in J&K,TRUE,FALSE
20010805,Give Kashmiris right to self-rule: Dalai,TRUE,FALSE
20010805,Shiv Sena demands President's rule in J&K,TRUE,FALSE
20010805,Curfew clamped in J&K town,TRUE,FALSE
20010805,Aid to Pak militants soar despite ban,FALSE,TRUE
20010805,Pak cracks whip on terrorists,FALSE,TRUE
20010805,US continues to support Pak despite sanctions',FALSE,TRUE
20010806,Terrorist camps in PoK: Kotwal,TRUE,TRUE
20010806,India's trip to Pak on test,FALSE,TRUE
20010806,6 militants among 10 killed in Kashmir,TRUE,FALSE
20010806,BJP against strike on terrorist camps in PoK,TRUE,TRUE
20010806,Govt should not have talks with Pak: Cong,FALSE,TRUE
20010806,Spurt in militant activities in J&K,TRUE,FALSE
20010806,Muslim League leader detained in Kashmir,TRUE,FALSE
20010806,India warns Pak against continuing hostility,FALSE,TRUE
20010806,Pakistan press under government pressure,FALSE,TRUE
20010807,Check human rights violation in J&K: JKLF,TRUE,FALSE
20010807,India; Pak foreign secys to meet in Colombo,FALSE,TRUE
20010807,Pak responsible for sense of insecurity: Advani,FALSE,TRUE
20010807,Dalai Lama clarifies on Kashmir again,TRUE,FALSE
20010807,No question middle path on Kashmir: BJP,TRUE,FALSE
20010807,Perils of being a Pakistani,FALSE,TRUE
20010808,15 killed in Kashmir militant attacks,TRUE,FALSE
20010808,Respond in language that Pak understands',FALSE,TRUE
20010808,Hurriyat condemns Jammu killings,TRUE,FALSE
20010808,Militants attempt 'Talibanisation' of Kashmir,TRUE,FALSE
20010808,4 J&K districts declared 'disturbed' areas,TRUE,FALSE
20010808,Panun Kashmir blames Centre for spread of militancy,TRUE,FALSE
20010808,Pak has no mandate to speak for Kashmiris: JKLF,TRUE,TRUE
20010808,Ultras bid to attack Army; BSF posts thwarted in J&K,TRUE,FALSE
20010808,Two militants rained bullets: J&K governor,TRUE,FALSE
20010808,Musharraf likens Kashmir situation to Palestine,TRUE,FALSE
20010808,Pak rushes official to UN to voice concerns,FALSE,TRUE
20010809,Panun Kashmir demands separate state,TRUE,FALSE
20010809,Plea to stop Hurriyat visit to Kerala,TRUE,FALSE
20010809,Hurriyat invites Dalai Lama to J&K,TRUE,FALSE
20010809,Govt prodded to hold talks with Pak: Cong,FALSE,TRUE
20010809,3 ultras killed in Kashmir; one surrenders,TRUE,FALSE
20010809,7 militants surrender in J&K,TRUE,FALSE
20010809,Advani suggests TADA-like law for J&K,TRUE,FALSE
20010809,J&K Cabinet declares 4 districts disturbed,TRUE,FALSE
20010809,Pak chess player gets exemption from police,FALSE,TRUE
20010810,Hand over J&K to Army; demands Panun Kashmir,TRUE,FALSE
20010810,Kashmir killings challenge to nation: Advani,TRUE,FALSE
20010810,India raising Kashmir killings irks Pak,TRUE,TRUE
20010810,J&K killings have vitiated atmosphere',TRUE,FALSE
20010810,Hurriyat condemns acid attack on women,TRUE,FALSE
20010810,Distrust of Pak military affects peace moves,FALSE,TRUE
20010810,Pak police arrest youth for hoisting Indian flag,FALSE,TRUE
20010810,Killings not good for ties; India tells Pak,FALSE,TRUE
20010811,Let's get real on Kashmir,TRUE,FALSE
20010811,4 BSF men injured in Kashmir grenade attack,TRUE,FALSE
20010811,BJP minority cell stages protest against Pak,FALSE,TRUE
20010811,8 ultras; securityman killed in Kashmir,TRUE,FALSE
20010811,4 Pak-trained ultras remanded to custody,FALSE,TRUE
20010812,PDP denies role in inviting Hurriyat leaders,TRUE,FALSE
20010812,Infiltration bid foiled in J&K; 21 killed,TRUE,FALSE
20010812,Agra; UTI; Kashmir dominate LS last week,TRUE,FALSE
20010812,Pak tells US to talk to Taliban directly,FALSE,TRUE
20010812,China condemns Jerusalem blast; mum on Kashmir,TRUE,FALSE
20010812,Sectarian violence on the rise in Pakistan',FALSE,TRUE
20010813,Agra; UTI fiascos and J&K top the agenda,TRUE,FALSE
20010813,CPM; BJP slam Hurriyat visit plan,TRUE,FALSE
20010813,CPM blasts Hurriyat; wants autonomy for J&K,TRUE,FALSE
20010813,WTO round brings India; Pak together,FALSE,TRUE
20010813,KMM asks Kashmiris to celebrate Pak I-Day,TRUE,TRUE
20010813,India to press Pak on cross-border terrorism,FALSE,TRUE
20010813,Shabir Shah urges India; Pak to end hostilities,FALSE,TRUE
20010813,7 killed; 10 kg RDX seized in Kashmir,TRUE,FALSE
20010813,Security beefed up in J&K ahead of I-Day,TRUE,FALSE
20010813,MoD denies Pak report on Kargil clash,FALSE,TRUE
20010813,Hurriyat appeals against rights violations,TRUE,FALSE
20010813,Sino-Pak border agreement is final: China,FALSE,TRUE
20010814,J&K minister's house attacked,TRUE,FALSE
20010814,KMM leader held; Pak flag hoisted,FALSE,TRUE
20010814,Pakistan denies India's charge,FALSE,TRUE
20010814,Pak seeks to strengthen ties with Moscow,FALSE,TRUE
20010814,Bush sanctions military spares for Pak forces in S Leone,FALSE,TRUE
20010814,Pak willing to maintain 'friendly' ties with India,FALSE,TRUE
20010814,C'Wealth; Pak Oppn shrug at Musharraf announcement,FALSE,TRUE
20010814,Pak warns US against bias in lifting sanctions,FALSE,TRUE
20010815,No sweets for India on Pak I-Day,FALSE,TRUE
20010815,Centre incapable of solving Kashmir issue',TRUE,FALSE
20010815,J&K's development lies in India's strength: Farooq,TRUE,FALSE
20010815,BSF officer among two injured in Pak firing,FALSE,TRUE
20010815,Centre to hold dialogue with J&K govt shortly,TRUE,FALSE
20010816,Centre ready to negotiate on J&K autonomy,TRUE,FALSE
20010816,Govt should probe overseas funding of Hurriyat',TRUE,FALSE
20010816,MBT Arjun superior to Pak Al Khalid tank,FALSE,TRUE
20010816,Israeli teams training forces in Kashmir: Jane's,TRUE,FALSE
20010817,HC quashes arrest of Pakistani,FALSE,TRUE
20010817,Lanka; Pak 'A' teams to play in India in Nov,FALSE,TRUE
20010817,RSS opposes any further autonomy to Kashmir,TRUE,FALSE
20010817,Solve Kashmir issue; we'll drop the gun: Hizb,TRUE,FALSE
20010817,J&K situation militarily stable; says Army chief,TRUE,FALSE
20010817,28 kg of RDX seized in J&K,TRUE,FALSE
20010817,Kashmir Solution,TRUE,FALSE
20010817,Religious freedom curtailed in India; Pak: US panel,FALSE,TRUE
20010818,Security forces have upper hand in J&K',TRUE,FALSE
20010818,Pak resorts to heavy shelling along LoC,TRUE,TRUE
20010818,India should say no to talks with Pak: VHP,FALSE,TRUE
20010818,Kashmir Solution,TRUE,FALSE
20010819,Kashmiri Pandits demand security in Jammu,TRUE,FALSE
20010819,Nine Pak soldiers killed in Rajouri,FALSE,TRUE
20010819,15 militants; 3 jawans killed in J&K,TRUE,FALSE
20010819,Ripples surface within the Hurriyat again,TRUE,FALSE
20010819,Heavy shelling along LoC,TRUE,FALSE
20010820,Pak claim refuted,FALSE,TRUE
20010820,Pak protests appointment of Reid as ATC referee,FALSE,TRUE
20010820,Centre for special powers but no autonomy to J&K,TRUE,FALSE
20010820,India denies Pak charge of border firing,FALSE,TRUE
20010820,Pak to fight India in every event in SAF games,FALSE,TRUE
20010820,US to ease sanctions against Pakistan too,FALSE,TRUE
20010820,Pak caught selling nuke technology,FALSE,TRUE
20010821,Pak pushing in more Kashmiri ultras',TRUE,TRUE
20010821,Protests in Kerala against Hurriyat leaders' visit,TRUE,FALSE
20010821,15 killed in J&K; infiltration bid foiled,TRUE,FALSE
20010821,US for Indo-Pak dialogue on Kashmir,TRUE,TRUE
20010822,Pak wants ICC Mini World Cup out of India,FALSE,TRUE
20010822,J&K Cong calls for bandh against Advani's amnesty plan,TRUE,FALSE
20010822,Hurriyat executive panel meets today,TRUE,FALSE
20010822,Pak steps up firing along LoC,TRUE,TRUE
20010822,3 killed in J&K; 2 jawans hurt in blast,TRUE,FALSE
20010822,Basmati is ours; say India; Pak,FALSE,TRUE
20010822,Pak assails India's relief plan for soldiers,FALSE,TRUE
20010822,Bomb explosion rocks PoK capital; 8 injured,TRUE,TRUE
20010822,Over 250 militants arrested in Pak crackdown,FALSE,TRUE
20010823,Amnesty will boost morale of security forces in J&K,TRUE,FALSE
20010823,Youngsters debate over Indo-Pak relations,FALSE,TRUE
20010823,Indo-Pak fellowships get a quiet burial,FALSE,TRUE
20010823,Pak national sentenced under TADA in Jammu,FALSE,TRUE
20010823,Army officer killed in Pak shelling,FALSE,TRUE
20010823,Pak militant groups' bank accounts frozen,FALSE,TRUE
20010824,Militants kill 7 policemen in J&K,TRUE,FALSE
20010824,Pak favours opening up trade with India,FALSE,TRUE
20010824,India not serious in resolving Kashmir issue: Hurriyat,TRUE,FALSE
20010824,Crackdown confined to 2 sectarian outfits: Pak,FALSE,TRUE
20010824,Pak not to ban militant groups,FALSE,TRUE
20010825,Giani Kewal for Indo-Pak unity,FALSE,TRUE
20010825,Govt alert against J&K militants: Dhumal,TRUE,FALSE
20010825,Cooperative polls completed in J&K,TRUE,FALSE
20010825,India rebuts Pak charge on J&K arrests,TRUE,TRUE
20010825,Pak media flays crackdown on jehadis,FALSE,TRUE
20010826,Beleaguered Hurriyat convenes meet,TRUE,FALSE
20010826,Advani main hurdle to solving Kashmir issue',TRUE,FALSE
20010826,J&K Congress leader survives attempt on life,TRUE,FALSE
20010826,Infiltration bids foiled; 7 killed in J&K,TRUE,FALSE
20010826,Gujarat team to visit Pak for release of fishermen,FALSE,TRUE
20010827,Soldier from Mysore killed in Kashmir valley,TRUE,FALSE
20010827,Four ultras among nine killed in J&K,TRUE,FALSE
20010827,Militant among four killed in Kashmir,TRUE,FALSE
20010827,J&K minister Kitchloo dies,TRUE,FALSE
20010827,359 securitymen killed in J&K this year,TRUE,FALSE
20010827,Nothing stops Pak from raising Kashmir at UN',TRUE,TRUE
20010827,Rifts erupt among Pak militant outfits,FALSE,TRUE
20010827,US to lift curbs on India; set example for Pak,FALSE,TRUE
20010828,Raw sugar production better way to enter Pak market,FALSE,TRUE
20010828,Four ultras among 9 killed in J&K,TRUE,FALSE
20010828,Two priests among 9 killed in J&K,TRUE,FALSE
20010828,Army plans 'surgical operations' against J&K militants,TRUE,FALSE
20010828,6 militants; Army jawan killed in Kashmir,TRUE,FALSE
20010828,Pak forces to keep watch on militants,FALSE,TRUE
20010828,Pak artist walks for Indo-Pak peace,FALSE,TRUE
20010829,Priests among 7 shot dead in Kashmir,TRUE,FALSE
20010829,No move to ban Hurriyat leaders' visit: Antony,TRUE,FALSE
20010829,Eight more Army men killed in J&K,TRUE,FALSE
20010829,India rejects Kashmir as core issue in Indo-Pak ties,TRUE,TRUE
